,valuation_date,portfolio_name,code,weight,update_time
0,2024-06-03,a3_top5,688609.SH,0.2004376367614879,2025-09-04 16:44:27.337752
1,2024-06-03,a3_top5,300859.SZ,0.2002188183807439,2025-09-04 16:44:27.337752
2,2024-06-03,a3_top5,600571.SH,0.1999999999999999,2025-09-04 16:44:27.337752
3,2024-06-03,a3_top5,603189.SH,0.199781181619256,2025-09-04 16:44:27.337752
4,2024-06-03,a3_top5,000676.SZ,0.199562363238512,2025-09-04 16:44:27.337752
